Rowid,STATENAME,ID,DISTRICT,STARTCONG,ENDCONG,CONGRESS,STATE,YEAR,MONTH,PARTY_OF_1,VICTOR,VICTOR_VOT,MARGIN,MARGIN_PER,TOTAL_VOTE,MARGINPERC
7125,Illinois,17063077019,19,63,77,73,IL,932,11,100,"DOBBINS, D C",72366,19215,0.153086833,125517,0
7126,Illinois,17063077020,20,63,77,73,IL,932,11,100,"RAINEY, HENRY T",48612,21072,0.276709738,76152,0
7127,Illinois,17063077021,21,63,77,73,IL,932,11,100,"MAJOR, J EARL",66213,21783,0.196705768,110739,0
7128,Illinois,17063077022,22,63,77,73,IL,932,11,100,"SCHAEFER, EDWIN M",88151,38186,0.276477743,138116,0
7129,Illinois,17063077023,23,63,77,73,IL,932,11,100,"ARNOLD, WILLIAM W",64551,28666,0.285415588,100436,0
7130,Illinois,17063077024,24,63,77,73,IL,932,11,100,"PARSONS, CLAUDE V",43107,12932,0.176468983,73282,0
7131,Illinois,17063077025,25,63,77,73,IL,932,11,100,"KELLER, KENT E",64286,20706,0.191960395,107866,0
7132,Illinois,17063077003,3,63,77,73,IL,932,11,100,"KELLY, EDWARD A",120093,24811,0.115199071,215375,0
7133,Alabama,1073087001,1,73,87,73,AL,932,11,100,"MCDUFFIE, JOHN D",20675,20675,1,20675,0
7134,Alabama,1073087002,2,73,87,73,AL,932,11,100,"HILL, LISTER",28250,27132,0.919510625,29507,0
7135,Alabama,1073087003,3,73,87,73,AL,932,11,100,"STEAGALL, HENRY B",20959,20959,1,20959,0
7136,Alabama,1073087004,4,73,87,73,AL,932,11,100,"JEFFERS, LAMAR",20960,16944,0.678411275,24976,0
7137,Indiana,18073073010,10,73,73,73,IN,932,11,100,"GRAY, FINLY H",68974,5576,0.042000286,132761,0
7138,Indiana,18073073011,11,73,73,73,IN,932,11,100,"LARRABEE, WILLIAM H",67871,10865,0.086752048,125242,0
7139,Indiana,18073073012,12,73,73,73,IN,932,11,100,"LUDLOW, LOUIS",70128,8887,0.06607042,134508,0
7140,Indiana,18073073001,1,73,73,73,IN,932,11,100,"SCHULTE, WILLIAM T",45473,2898,0.031868567,90936,0
7141,Indiana,18073073002,2,73,73,73,IN,932,11,100,"DURGAN, GEORGE R",73357,11460,0.084380108,135814,0
7142,Indiana,18073073003,3,73,73,73,IN,932,11,100,"PETTENGILL, SAMUEL B",67686,14721,0.119924726,122752,0
7143,Indiana,18073073004,4,73,73,73,IN,932,11,100,"FARLEY, JAMES I",73258,16656,0.127479794,130656,0
7144,Indiana,18073073005,5,73,73,73,IN,932,11,100,"GRISWOLD, GLENN",70698,10794,0.081701548,132115,0
7145,Indiana,18073073006,6,73,73,73,IN,932,11,100,"JENCKES, VIRGINIA E",74827,10746,0.076910965,139720,0
7146,Indiana,18073073007,7,73,73,73,IN,932,11,100,"GREENWOOD, ARTHUR H",78356,18407,0.13308991,138305,0
7147,Maryland,24068079001,1,68,79,73,MD,932,11,100,"GOLDSBOROUGH, T ALAN",39471,18084,0.297150744,60858,0
7148,Maryland,24068079002,2,68,79,73,MD,932,11,100,"COLE, WILLIAM P JR",87841,45101,0.345387154,130581,0
7149,Maryland,24068079005,5,68,79,73,MD,932,11,100,"GAMBRILL, STEPHEN W",42329,24494,0.407120537,60164,0
7150,Maryland,24068079006,6,68,79,73,MD,932,11,100,"LEWIS, DAVID J",49126,14137,0.168067527,84115,0
7151,Alabama,1073087005,5,73,87,73,AL,932,11,100,"ALLGOOD, MILES C",24783,18648,0.6031438,30918,0
7152,Alabama,1073087006,6,73,87,73,AL,932,11,100,"OLIVER, WILLIAM B",15296,15296,1,15296,0
7153,Alabama,1073087007,7,73,87,73,AL,932,11,100,"BANKHEAD, WILLIAM B",21322,13623,0.469418697,29021,0
7154,Alabama,1073087008,8,73,87,73,AL,932,11,100,"ALMON, EDWARD B",31404,31404,1,31404,0
7155,Alabama,1073087009,9,73,87,73,AL,932,11,100,"HUDDLESTON, GEORGE",31539,27838,0.761079367,36577,0
7156,Arkansas,5058082001,1,58,82,73,AR,932,11,100,"DRIVER, WILLIAM J",36070,36070,1,36070,0
7157,Arkansas,5058082002,2,58,82,73,AR,932,11,100,"MILLER, JOHN E",23351,21356,0.842578711,25346,0
7158,Ohio,39073077018,18,73,77,73,OH,932,11,100,"IMHOFF, LAWRENCE E",56562,563,0.005001244,112572,0
7159,Ohio,39073077019,19,73,77,73,OH,932,11,200,"COOPER, JOHN G",74534,-9510,-0.068044734,139761,0
7160,Ohio,39073077001,1,73,77,73,OH,932,11,200,"HOLLISTER, JOHN B",66018,-10602,-0.087306685,121434,0
7161,Ohio,39073077020,20,73,77,73,OH,932,11,100,"SWEENEY, MARTIN L",52933,52283,0.975738574,53583,0
7162,Arkansas,5058082003,3,58,82,73,AR,932,11,100,"FULLER, CLAUDE A",30337,30337,1,30337,0
7163,New York,36073078001,1,73,78,73,NY,932,11,200,"BACON, ROBERT L",153435,-31526,-0.111020724,283965,0
7164,New York,36073078035,35,73,78,73,NY,932,11,200,"HANCOCK, CLARENCE E",79345,-18969,-0.132956242,142671,0
7165,New York,36073078036,36,73,78,73,NY,932,11,200,"TABER, JOHN",58484,-21836,-0.227392011,96028,0
7166,New York,36073078037,37,73,78,73,NY,932,11,200,"STALKER, GALE H",55305,-7257,-0.068819346,105450,0
7167,New York,36073078038,38,73,78,73,NY,932,11,200,"WHITLEY, JAMES L",64003,-5228,-0.037744022,138512,0
7168,New York,36073078008,8,73,78,73,NY,932,11,100,"CARLEY, PATRICK J",140853,91382,0.403052156,226725,0
7169,Arkansas,5058082005,5,58,82,73,AR,932,11,100,"RAGON, HARTSILL",27940,25014,0.808441873,30941,0
7170,Arkansas,5058082006,6,58,82,73,AR,932,11,100,"GLOVER, DAVID D",33423,33503,1,33503,0
7171,Arkansas,5058082007,7,58,82,73,AR,932,11,100,"PARKS, TILMAN B",30360,30360,1,30360,0
7172,New Jersey,34073087011,11,73,87,73,NJ,932,11,200,"CAVICCHIA, PETER A",47495,-955,-0.010012476,95381,0
7173,New Jersey,34073087012,12,73,87,73,NJ,932,11,200,"LEHLBACH, FREDERICK R",54783,-14037,-0.143680396,97696,0
7174,New Jersey,34073087013,13,73,87,73,NJ,932,11,100,"NORTON, MARY T",73779,45815,0.447652548,102345,0
7175,New Jersey,34073087014,14,73,87,73,NJ,932,11,100,"AUFDERHEIDE, OSCAR L",77519,53071,0.514428343,103165,0
7176,New Jersey,34073087001,1,73,87,73,NJ,932,11,200,"WOLVERTON, CHARLES A",89816,-35115,-0.235333146,149214,0
7177,New Jersey,34073087002,2,73,87,73,NJ,932,11,200,"BACHARACH, ISAAC",60963,-25706,-0.265215373,96925,0
7178,New Jersey,34073087003,3,73,87,73,NJ,932,11,100,"SUTPHIN, WILLIAM H",61253,3036,0.025233761,120315,0
7179,New Jersey,34073087004,4,73,87,73,NJ,932,11,200,"POWERS, D LANE",51794,-11089,-0.117761376,94165,0
7180,New Jersey,34073087005,5,73,87,73,NJ,932,11,200,"EATON, CHARLES A",60713,-8749,-0.076727442,114027,0
7181,New Jersey,34073087006,6,73,87,73,NJ,932,11,200,"MCLEAN, DONALD H",65653,-17715,-0.154957051,114322,0
7182,New York,36073078013,13,73,78,73,NY,932,11,100,"SULLIVAN, CHRISTOPHER D",21939,19426,0.765707529,25370,0
7183,New York,36073078014,14,73,78,73,NY,932,11,100,"SIROVICH, WILLIAM I",20668,11017,0.323411126,34065,0
7184,New York,36073078018,18,73,78,73,NY,932,11,100,"KENNEDY, MARTIN J",30245,22248,0.552608048,40260,0
7185,New York,36073078019,19,73,78,73,NY,932,11,100,"BLOOM, SOL",57400,35642,0.428580018,83163,0
7186,New York,36073078020,20,73,78,73,NY,932,11,100,"LANZETTA, JAMES J",16447,1220,0.037617168,32432,0
7187,Arizona,4062077000,0,62,77,73,AZ,932,11,100,"DOUGLAS, LEWIS W",75469,45759,0.429323351,106584,0
7188,Arkansas,5058082004,4,58,82,73,AR,932,11,100,"CRAVENS, WILLIAM B",30443,30443,1,30443,0
7189,Ohio,39073077000,0,73,77,73,OH,932,11,100,"TRUAX, CHARLES V",1206631,97069,0.020757925,4676238,0
7190,Ohio,39073077010,10,73,77,73,OH,932,11,200,"JENKINS, THOMAS A",41654,-12627,-0.178647727,70681,0
7191,Ohio,39073077011,11,73,77,73,OH,932,11,100,"UNDERWOOD, MEL G",44380,18305,0.259811227,70455,0
7192,Ohio,39073077012,12,73,77,73,OH,932,11,100,"LAMNECK, ARTHUR P",63135,431,0.003425011,125839,0
7193,Idaho,16066089001,1,66,89,73,ID,932,11,100,"WHITE, COMPTON I",42784,10239,0.131365228,77943,0
7194,Colorado,8068088002,2,68,88,73,CO,932,11,100,"CUMMINGS, FRED",63399,6883,0.057398991,119915,0
7195,Colorado,8068088003,3,68,88,73,CO,932,11,100,"MARTIN, JOHN A",59882,2089,0.017752284,117675,0
7196,Delaware,10018097000,0,18,97,73,DE,932,11,100,"ADAMS, WILBUR L",51698,2857,0.025487083,112096,0
7197,Florida,12073074000,0,73,74,73,FL,932,11,100,"SEARS, WILLIAM J",186284,124984,0.504790061,247596,0
7198,Florida,12073074001,1,73,74,73,FL,932,11,100,"PETERSON, J HARDIN",61381,42371,0.527035263,80395,0
7199,New York,36073078021,21,73,78,73,NY,932,11,100,"GAVAGAN, JOSEPH A",67583,38628,0.369119628,104649,0
7200,New York,36073078039,39,73,78,73,NY,932,11,200,"WADSWORTH, JAMES W",50855,-15488,-0.143499087,107931,0
7201,Florida,12073074002,2,73,74,73,FL,932,11,100,"GREEN, ROBERT A",22213,22213,0.999864962,22216,0
7202,Florida,12073074003,3,73,74,73,FL,932,11,100,"CALDWELL, MILLARD F",28208,28208,0.999893659,28211,0
7203,Michigan,26073082001,1,73,82,73,MI,932,11,100,"SADOWSKI, GEORGE G",51620,29856,0.393920203,75792,0
7204,Michigan,26073082002,2,73,82,73,MI,932,11,100,"LEHR, JOHN C",51592,2335,0.02288722,102022,0
7205,Michigan,26073082003,3,73,82,73,MI,932,11,200,"HOOPER, JOSEPH L",49383,-3290,-0.033449917,98356,0
7206,Michigan,26073082004,4,73,82,73,MI,932,11,100,"FOULKES, GEORGE",46927,4005,0.044016793,90988,0
7207,Michigan,26073082005,5,73,82,73,MI,932,11,200,"MAPES, CARL E",52870,-4184,-0.040608349,103033,0
7208,Michigan,26073082006,6,73,82,73,MI,932,11,100,"CADY, CLAUDE E",55478,9660,0.083186222,116125,0
7209,Michigan,26073082007,7,73,82,73,MI,932,11,200,"WOLCOTT, JESSE P",51974,-13236,-0.142784712,92699,0
7210,Michigan,26073082008,8,73,82,73,MI,932,11,100,"HART, MICHAEL J",53959,8696,0.086244173,100830,0
7211,Michigan,26073082009,9,73,82,73,MI,932,11,100,"MUSSELWHITE, HARRY W",40200,3766,0.048898295,77017,0
7212,California,6073077015,15,73,77,73,CA,932,11,200,"TRAEGER, WILLIAM L",67390,-9872,-0.077349192,127629,0
7213,California,6073077016,16,73,77,73,CA,932,11,100,"DOCKWEILER, JOHN F",70333,12615,0.098515435,128051,0
7214,California,6073077017,17,73,77,73,CA,932,11,100,"COLDEN, CHARLES J",50720,23852,0.29247238,81553,0
7215,California,6073077018,18,73,77,73,CA,932,11,100,"BURKE, JOHN H",48179,14362,0.158880469,90395,0
7216,California,6073077019,19,73,77,73,CA,932,11,200,"COLLINS, SAM L",56889,-5093,-0.045653382,111558,0
7217,California,6073077001,1,73,77,73,CA,932,11,13,"LEA, CLARENCE F",73400,73400,1,73400,0
7218,California,6073077020,20,73,77,73,CA,932,11,200,"BURNHAM, GEORGE",43757,-453,-0.005203248,87061,0
7219,California,6073077002,2,73,77,73,CA,932,11,749,"ENGLEBRIGHT, HARRY L",43146,-43146,-1,43146,0
7220,California,6073077003,3,73,77,73,CA,932,11,100,"BUCK, FRANK H",61694,14807,0.136368241,108581,0
7221,California,6073077004,4,73,77,73,CA,932,11,749,"KAHN, FLORENCE P",67425,-55822,-0.70635724,79028,0
7222,California,6073077005,5,73,77,73,CA,932,11,749,"WELCH, RICHARD J",67349,-67349,-1,67349,0
7223,Georgia,13073088001,1,73,88,73,GA,932,11,100,"PARKER, HOMER C",24429,22703,0.868017587,26155,0
7224,Georgia,13073088010,10,73,88,73,GA,932,11,100,"BRAND, C H",23911,23911,0.999790935,23916,0
7225,New York,36073078003,3,73,78,73,NY,932,11,100,"LINDSAY, GEORGE W",33750,27951,0.66953314,41747,0
7226,New York,36073078040,40,73,78,73,NY,932,11,200,"ANDREWS, WALTER GRESHAM",92929,-38566,-0.256250789,150501,0
7227,New York,36073078041,41,73,78,73,NY,932,11,100,"BEITER, ALFRED F",45120,2377,0.026369213,90143,0
7228,New York,36073078042,42,73,78,73,NY,932,11,100,"MEAD, JAMES M",51516,21286,0.255976718,83156,0
7229,New York,36073078043,43,73,78,73,NY,932,11,200,"REED, DANIEL A",55988,-21427,-0.229807269,93239,0
7230,Illinois,17063077001,1,63,77,73,IL,932,11,200,"DEPRIEST, OSCAR",33672,-6713,-0.109200638,61474,0
7231,Illinois,17063077002,2,63,77,73,IL,932,11,200,"MOYNIHAN, P H",113447,-11348,-0.050835917,223228,0
7232,Georgia,13073088002,2,73,88,73,GA,932,11,100,"COX, E E",22446,22446,1,22446,0
7233,Illinois,17063077004,4,63,77,73,IL,932,11,100,"BEAM, HARRY P",53722,35063,0.484422708,72381,0
7234,Illinois,17063077005,5,63,77,73,IL,932,11,100,"SABATH, A J",30747,18493,0.426499077,43360,0
7235,Georgia,13073088003,3,73,88,73,GA,932,11,100,"CASTELLOW, B T",43002,43002,1,43002,0
7236,Connecticut,9073088000,0,73,88,73,CT,932,11,200,"BAKEWELL, CHARLES M",284438,-1971,-0.003362024,586254,0
7237,Connecticut,9073088001,1,73,88,73,CT,932,11,100,"KOPPLEMAN, HERMAN P",72807,1887,0.007838267,240742,0
7238,Connecticut,9073088002,2,73,88,73,CT,932,11,200,"HIGGINS, WILLIAM L",45232,-221,-0.002415987,91474,0
7239,Connecticut,9073088003,3,73,88,73,CT,932,11,100,"MALONEY, FRANCIS T",57881,2627,0.021970945,119567,0
7240,Connecticut,9073088004,4,73,88,73,CT,932,11,200,"MERRITT, SCHUYLER",71670,-7402,-0.051300533,144287,0
7241,Connecticut,9073088005,5,73,88,73,CT,932,11,200,"GOSS, EDWARD W",42132,-78,-0.000914109,85329,0
7242,Georgia,13073088004,4,73,88,73,GA,932,11,100,"OWEN, E M",24782,24762,0.998387227,24802,0
7243,Illinois,17063077006,6,63,77,73,IL,932,11,100,"OBRIEN, THOMAS J",164187,68550,0.26383244,259824,0
7244,Illinois,17063077007,7,63,77,73,IL,932,11,100,"SCHUETZ, LEONARD W",190446,55645,0.169743059,327819,0
7245,Illinois,17063077008,8,63,77,73,IL,932,11,100,"KOCIALKOWSKI, LEO",30147,18522,0.443407067,41772,0
7246,Georgia,13073088005,5,73,88,73,GA,932,11,100,"RAMSPECK, ROBERT",26657,26657,1,26657,0
7247,Illinois,17063077009,9,63,77,73,IL,932,11,200,"BRITTEN, FRED A",40253,-3657,-0.047260274,77380,0
7248,Georgia,13073088006,6,73,88,73,GA,932,11,100,"VINSON, CARL",19615,19594,0.997861072,19636,0
7249,Georgia,13073088007,7,73,88,73,GA,932,11,100,"TARVER, M C",24689,20394,0.703629589,28984,0
7250,Georgia,13073088008,8,73,88,73,GA,932,11,100,"DEEN, BRASWELL",20021,19109,0.912864855,20933,0
7251,Georgia,13073088009,9,73,88,73,GA,932,11,100,"WOOD, JOHN S",24673,18775,0.613261473,30615,0
7252,Idaho,16066089002,2,66,89,73,ID,932,11,100,"COFFIN, THOMAS C",58138,11845,0.11213458,105632,0
7253,New York,36073078004,4,73,78,73,NY,932,11,100,"CULLEN, THOMAS H",39562,32133,0.666576775,48206,0
7254,New York,36073078005,5,73,78,73,NY,932,11,100,"BLACK, LORING M JR",51932,27118,0.338192929,80185,0
7255,Oklahoma,40073077008,8,73,77,73,OK,932,11,100,"MARLAND, E W",51404,19727,0.235192427,83876,0
7256,Louisiana,22063090001,1,63,90,73,LA,932,11,100,"FERNANDEZ, JOACHIM O",48784,48784,1,48784,0
7257,Louisiana,22063090002,2,63,90,73,LA,932,11,100,"MALONEY, PAUL H",50327,50327,1,50327,0
7258,Louisiana,22063090003,3,63,90,73,LA,932,11,100,"MONTET, NUMA F",18340,18340,1,18340,0
7259,Louisiana,22063090004,4,63,90,73,LA,932,11,100,"SANDLIN, JOHN N",26262,26262,1,26262,0
7260,Louisiana,22063090005,5,63,90,73,LA,932,11,100,"WILSON, RILEY J",25853,25853,1,25853,0
7261,Louisiana,22063090006,6,63,90,73,LA,932,11,100,"KEMP, BOLIVAR E",25238,25238,1,25238,0
7262,Louisiana,22063090007,7,63,90,73,LA,932,11,100,"DEROUEN, RENE L",24233,24233,1,24233,0
7263,Louisiana,22063090008,8,63,90,73,LA,932,11,100,"DEAR, CLEVELAND",25644,25644,1,25644,0
7264,New York,36073078006,6,73,78,73,NY,932,11,100,"SOMERS, ANDREW L",81011,38790,0.272861564,142160,0
7265,Ohio,39073077013,13,73,77,73,OH,932,11,100,"FIESINGER, WILLIAM L",56070,16948,0.178040171,95192,0
7266,Ohio,39073077014,14,73,77,73,OH,932,11,100,"HARTER, DOW W",93057,14205,0.082292011,172617,0
7267,Ohio,39073077015,15,73,77,73,OH,932,11,100,"SECREST, ROBERT T",50313,12200,0.137279172,88870,0
7268,Ohio,39073077016,16,73,77,73,OH,932,11,100,"THOM, WILLIAM R",67670,4061,0.030934117,131279,0
7269,Ohio,39073077017,17,73,77,73,OH,932,11,100,"WEST, CHARLES",55296,3695,0.034565984,106897,0
7270,Ohio,39073077004,4,73,77,73,OH,932,11,100,"KLOEB, FRANK L",59003,9903,0.091607078,108103,0
7271,Ohio,39073077005,5,73,77,73,OH,932,11,100,"KNIFFIN, FRANK C",44433,14828,0.200275534,74038,0
7272,Ohio,39073077006,6,73,77,73,OH,932,11,100,"POLK, JAS G",50913,11245,0.124143032,90581,0
7273,Ohio,39073077007,7,73,77,73,OH,932,11,200,"MARSHALL, L T",65064,-7349,-0.059855513,122779,0
7274,Ohio,39073077008,8,73,77,73,OH,932,11,100,"FLETCHER, BROOKS",45930,4696,0.053875453,87164,0
7275,Ohio,39073077009,9,73,77,73,OH,932,11,100,"DUFFEY, WARREN J",56755,2677,0.022476533,119102,0
7276,South Carolina,45073088001,1,73,88,73,SC,932,11,100,"MCMILLAN, THOMAS S",14415,13799,0.918036059,15031,0
7277,South Carolina,45073088003,3,73,88,73,SC,932,11,100,"TAYLOR, JOHN C",19286,19127,0.983646182,19445,0
7278,South Carolina,45073088006,6,73,88,73,SC,932,11,100,"GASQUE, ALLARD H",14159,13965,0.972967324,14353,0
7279,South Dakota,46073089001,1,73,89,73,SD,932,11,100,"HILDEBRANDT, FRED H",110047,17985,0.086798099,207205,0
7280,Tennessee,47073073003,3,73,73,73,TN,932,11,100,"MCREYNOLDS, SAM D",28778,27526,0.876596287,31401,0
7281,Tennessee,47073073007,7,73,73,73,TN,932,11,100,"BROWNING, GORDON",20294,14809,0.567372898,26101,0
7282,Tennessee,47073073009,9,73,73,73,TN,932,11,100,"CRUMP, EDWARD H",38001,35048,0.83056069,42198,0
7283,Texas,48073073001,1,73,73,73,TX,932,11,100,"PATMAN, WRIGHT",30854,30078,0.950932659,31630,0
7284,Texas,48073073010,10,73,73,73,TX,932,11,100,"BUCHANAN, J P",33232,33232,1,33232,0
7285,Texas,48073073011,11,73,73,73,TX,932,11,100,"CROSS, O H",38186,36939,0.936753481,39433,0
7286,Texas,48073073012,12,73,73,73,TX,932,11,100,"LANHAM, F G",41151,38183,0.865454793,44119,0
7287,Texas,48073073013,13,73,73,73,TX,932,11,100,"MCFARLANE, W D",38657,38657,1,38657,0
7288,Texas,48073073016,16,73,73,73,TX,932,11,100,"THOMASON, R E",49068,49068,1,49068,0
7289,Texas,48073073017,17,73,73,73,TX,932,11,100,"BLANTON, T L",42658,42658,1,42658,0
7290,Texas,48073073018,18,73,73,73,TX,932,11,100,"JONES, MARVIN",78226,74981,0.920339753,81471,0
7291,Texas,48073073002,2,73,73,73,TX,932,11,100,"DIES, MARTIN",51999,49477,0.907435258,54524,0
7292,Texas,48073073003,3,73,73,73,TX,932,11,100,"SANDERS, M G",28525,28525,1,28525,0
7293,Texas,48073073004,4,73,73,73,TX,932,11,100,"RAYBURN, SAM",23404,22233,0.904699898,24575,0
7294,Texas,48073073005,5,73,73,73,TX,932,11,100,"SUMNERS, H W",52598,48059,0.841118715,57137,0
7295,Texas,48073073006,6,73,73,73,TX,932,11,100,"JOHNSON, L A",31621,31621,1,31621,0
7296,Texas,48073073007,7,73,73,73,TX,932,11,100,"BRIGGS, C S",29361,27940,0.907673316,30782,0
7297,Texas,48073073008,8,73,73,73,TX,932,11,100,"GARRETT, D E",57882,52867,0.840466122,62902,0
7298,Texas,48073073009,9,73,73,73,TX,932,11,100,"MANSFIELD, J J",36522,35282,0.934325512,37762,0
7299,West Virginia,54072073001,1,72,73,73,WV,932,11,100,"RAMSAY, ROBERT L",58060,3037,0.026639182,114005,0
7300,West Virginia,54072073006,6,72,73,73,WV,932,11,100,"SMITH, JOE L",102896,23426,0.128455962,182366,0
7301,Iowa,19073077001,1,73,77,73,IA,932,11,100,"EICHER, EDWARD C",55378,8640,0.08460966,102116,0
7302,Iowa,19073077002,2,73,77,73,IA,932,11,100,"JACOBSEN, BERNHARD M",71914,21278,0.173627091,122550,0
7303,Iowa,19073077003,3,73,77,73,IA,932,11,100,"WILLFORD, ALBERT C",48939,1163,0.012025022,96715,0
7304,Iowa,19073077004,4,73,77,73,IA,932,11,100,"BIERMANN, FRED",62598,20381,0.19444736,104815,0
7305,Iowa,19073077005,5,73,77,73,IA,932,11,200,"THURSTON, LLOYD",51909,-177,-0.001707818,103641,0
7306,Iowa,19073077006,6,73,77,73,IA,932,11,200,"DOWELL, CASSIUS C",56962,-13071,-0.129604474,100853,0
7307,Iowa,19073077007,7,73,77,73,IA,932,11,100,"WEARIN, OTHA D",57803,12878,0.125360174,102728,0
7308,Iowa,19073077008,8,73,77,73,IA,932,11,200,"GILCHRIST, FRED C",47834,-6062,-0.06765172,89606,0
7309,Iowa,19073077009,9,73,77,73,IA,932,11,100,"GILLETTE, GUY M",61755,10959,0.097369193,112551,0
7310,Kansas,20073077001,1,73,77,73,KS,932,11,200,"LAMBERTSON, WILLIAM P",59241,-24997,-0.243863654,102504,0
7311,Kansas,20073077002,2,73,77,73,KS,932,11,200,"GUYER, ULYSSES S",60902,-4097,-0.034806766,117707,0
7312,Kansas,20073077003,3,73,77,73,KS,932,11,200,"MCGUGIN, HAROLD",52881,-7971,-0.079691671,100023,0
7313,Kansas,20073077004,4,73,77,73,KS,932,11,100,"CARPENTER, WILLIAM RANDOLPH",45246,625,0.00693666,90101,0
7314,Kansas,20073077005,5,73,77,73,KS,932,11,100,"AYRES, WILLIAM A",65713,42537,0.478540652,88889,0
7315,Kansas,20073077006,6,73,77,73,KS,932,11,100,"OLOUGHLIN, KATHRYN E MISS",62818,12576,0.111232974,113060,0
7316,Kansas,20073077007,7,73,77,73,KS,932,11,200,"HOPE, CLIFFORD R",59269,-11851,-0.11108195,106687,0
7317,Kentucky,21073073000,0,73,73,73,KY,932,99,100,"VINSON, FRED M",575289,181156,0.314895644,575289,0
7318,Montana,30066089002,2,66,89,73,MT,932,11,100,"AYERS, ROY E",64103,10213,0.083613053,122146,0
7319,Nebraska,31073077001,1,73,77,73,NE,932,11,100,"MOREHEAD, JOHN H",63022,19369,0.178307419,108627,0
7320,Massachusetts,25073077010,10,73,77,73,MA,932,11,200,"TINKHAM, GEORGE HOLDEN",60926,-20827,-0.206156892,101025,0
7321,Massachusetts,25073077011,11,73,77,73,MA,932,11,100,"DOUGLASS, JOHN J",45343,37760,0.713448966,52926,0
7322,Massachusetts,25073077012,12,73,77,73,MA,932,11,100,"MCCORMACK, JOHN W",69994,43999,0.458375439,95989,0
7323,Massachusetts,25073077013,13,73,77,73,MA,932,11,200,"WIGGLESWORTH, RICHARD B",64589,-18625,-0.168471231,110553,0
7324,Massachusetts,25073077014,14,73,77,73,MA,932,11,200,"MARTIN, JOSEPH WILLIAM JR",51680,-12421,-0.136586063,90939,0
7325,Massachusetts,25073077015,15,73,77,73,MA,932,11,200,"GIFFORD, CHARLES L",53066,-16510,-0.178933336,92269,0
7326,Massachusetts,25073077001,1,73,77,73,MA,932,11,200,"TREADWAY, ALLEN T",56767,-12556,-0.11584522,108386,0
7327,Massachusetts,25073077002,2,73,77,73,MA,932,11,100,"GRANFIELD, WILLIAM J",52346,4426,0.042227183,104814,0
7328,Massachusetts,25073077003,3,73,77,73,MA,932,11,200,"FOSS, FRANK H",50617,-2985,-0.030381989,98249,0
7329,New Hampshire,33048091001,1,48,91,73,NH,932,11,100,"ROGERS, WILLIAM N",50306,2660,0.027119335,98085,0
7330,New Hampshire,33048091002,2,48,91,73,NH,932,11,200,"TOBEY, CHARLES W",50156,-5697,-0.059969684,94998,0
7331,Maine,23073087001,1,73,87,73,ME,932,99,200,"BEEDY, CARROLL L",41034,-1653,-0.020535947,80493,0
7332,Maine,23073087002,2,73,87,73,ME,932,99,100,"MORAN, EDWARD C",44490,3787,0.044101035,85871,0
7333,Maine,23073087003,3,73,87,73,ME,932,99,100,"UTTERBACK, JOHN G",34520,294,0.004263403,68959,0
7334,Tennessee,47073073002,2,73,73,73,TN,932,11,200,"TAYLOR, J WILL",32460,-9642,-0.171258059,56301,0
7335,Rhode Island,44073088001,1,73,88,73,RI,932,11,100,"CONDON, FRANCIS B",70429,14413,0.113854855,126591,0
7336,Rhode Island,44073088002,2,73,88,73,RI,932,11,100,"OCONNELL, JOHN M",72971,12978,0.097381256,133270,0
7337,Tennessee,47073073004,4,73,73,73,TN,932,11,100,"MITCHELL, RIDLEY",30580,24698,0.66724301,37015,0
7338,Washington,53073082001,1,73,82,73,WA,932,11,100,"ZIONCHECK, MARION A",80665,18382,0.126646641,145144,0
7339,Washington,53073082002,2,73,82,73,WA,932,11,100,"WALLGREN, MONRAD C",49002,18222,0.208573227,87365,0
7340,Washington,53073082003,3,73,82,73,WA,932,11,100,"SMITH, MARTIN F",38713,10316,0.12498637,82537,0
7341,Washington,53073082004,4,73,82,73,WA,932,11,100,"HILL, KNUTE",41708,9348,0.126208349,74068,0
7342,Washington,53073082005,5,73,82,73,WA,932,11,100,"HILL, SAMUEL B",73041,70638,0.936297121,75444,0
7343,Washington,53073082006,6,73,82,73,WA,932,11,100,"LLOYD, WESLEY",44573,11813,0.132746744,88989,0
7344,Minnesota,27073073000,0,73,73,73,MN,932,99,200,"JOHNSON, MAGNUS",388616,0,0,388616,0
7345,Mississippi,28073082001,1,73,82,73,MS,932,11,100,"RANKIN, JOHN E",19549,19246,0.955278702,20147,0
7346,Mississippi,28073082002,2,73,82,73,MS,932,11,100,"DOXEY, WALL",15092,14997,0.978916449,15320,0
7347,Mississippi,28073082003,3,73,82,73,MS,932,11,100,"WHITTINGTON, WILL M",13562,13207,0.932434341,14164,0
7348,Mississippi,28073082004,4,73,82,73,MS,932,11,100,"BUSBY, JEFF",14072,13940,0.969267139,14382,0
7349,Mississippi,28073082005,5,73,82,73,MS,932,11,100,"COLLINS, ROSS A",19123,18798,0.954310082,19698,0
7350,Mississippi,28073082006,6,73,82,73,MS,932,11,100,"COLMER, W M",22831,22574,0.934354305,24160,0
7351,Mississippi,28073082007,7,73,82,73,MS,932,11,100,"ELLZEY, RUSSELL",25725,25339,0.942075324,26897,0
7352,Missouri,29073073000,0,73,73,73,MO,932,11,100,"COCHRAN, JOHN J",1013824,372579,0.367498698,1013824,0
